,_id,8_TOTAL_FALENCIA_REQ,8_TOTAL_FALENCIA__CONC,7_TOTAL_COMMITMENTS,7_TEND_CRESCIMENTO_VENCIDOS,7_VALOR_TOTAL_VENCIDOS,7_TEND_CRESCIMENTO_A_VENCER,7_VALOR_TOTAL_A_VENCER,7_TEND_CRESCIMENTO_TOTAL,7_VALOR_TOTAL_TOTAL,7_POSSUI_CRESCIMENTO,ACAO JUDICIAL,6_TOTAL_PAGAMENTOS,6_PAGAMENTO_PERCENT_15,6_PAGAMENTO_VALOR_15,6_PAGAMENTO_TEND_CRES_15,6_PAGAMENTO_PERCENT_30,6_PAGAMENTO_VALOR_30,6_PAGAMENTO_TEND_CRES_30,6_PAGAMENTO_PERCENT_60,6_PAGAMENTO_VALOR_60,6_PAGAMENTO_TEND_CRES_60,6_PAGAMENTO_PERCENT_+60,6_PAGAMENTO_VALOR_+60,6_PAGAMENTO_TEND_CRES_+60,6_PAGAMENTO_PERCENT_A_VISTA,6_PAGAMENTO_VALOR_A_VISTA,6_PAGAMENTO_TEND_CRES_A_VISTA,6_PRESENCA_PAGAMENTOS,PROTESTO,1_TOTAL_FACTORINGS,1_FREQUENCIA_CONSULTAS,1_FREQUENCIA_CONSULTAS_FACTORING,2_TENDENCIA_CRESCIMENTO,2_ACIMA_MEDIA,2_TOTAL_CONSULTAS,2_TOTAL_CONSULTAS_PONDERADA,2_POSSUI_CRESCIMENTO,REFIN,PEFIN,DIVIDA VENCIDA,result,cnpj,txt_file,prediction,classification,FALENCIA,10_TOTAL_PROTESTOS,10_STD_VALOR,10_MEDIA_VALOR,10_FREQUENCIA_PROTESTO,3_ULTIMA_MODALIDADE,3_MODALIDADE_MAIS_PRESENTE,3_FREQUENCIA_DEBITO,3_VALOR_DEBITO,3_QUANTIDADE_DEBITO,4_ULTIMA_MODALIDADE,4_MODALIDADE_MAIS_PRESENTE,4_FREQUENCIA_DEBITO,4_VALOR_DEBITO,4_QUANTIDADE_DEBITO,4_TOTAL_FACTORINGS_DEBITO,5_ULTIMA_MODALIDADE,5_MODALIDADE_MAIS_PRESENTE,5_FREQUENCIA_DEBITO,5_VALOR_DEBITO,5_QUANTIDADE_DEBITO,9_NATUREZA_MAIS_PRESENTE,9_TOTAL_ACAO_JUDICIAL,9_VALOR_TOTAL,9_FREQUENCIA_ACAO_JUDICIAL,HISTORICO DE PAGAMENTOS NO MERCADO,data_consulta,Faturamento,Funcionarios,Nome,OpcaoTributaria,Porte,ReceitaAbertura,ReceitaAtividade,ReceitaCapitalSocial,ReceitaNaturezaJuridica,ReceitaSituacao,ReceitaSituacaoEspecial,TotalProtesto,UfEndereco,ValorProtesto
298,60abc21ebda6ffc70490b9d4,,,14.0,1.0,6171822.0,1.0,0.0,1.0,6171822.0,4.6,,16.0,6.0,260146000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,176000.0,1.0,38.39999999999999,,1.0,3.0,,0.0,1.0,1144.0,168.0,0.0,,,,0.0,81019895000108,DataBase/SERASA-R1519305.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-03-15 00:00:00,,,,,,,,,,,,,,
299,60abc21ebda6ffc70490b9d5,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,902947000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,341000.0,1.0,38.39999999999999,,2.0,4.0,1.0,1.0,1.0,596.0,105.0,0.0,,,,0.0,82645938000123,DataBase/SERASA-R1524474.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,MALHAS RICO LTDA,LUCRO REAL,DEMAIS,1972-02-17T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",331479.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
300,60abc21ebda6ffc70490b9d6,1.0,0.0,14.0,0.0,11410475.0,0.0,3809228.0,0.0,4836529.0,4.6,,16.0,50.0,595693000.0,1.0,87.0,642898000.0,1.0,31.0,4782016000.0,1.0,25.0,28760000.0,1.0,75.0,4192000.0,1.0,38.39999999999999,,3.0,3.0,5.0,0.0,1.0,1182.0,204.0,0.0,,,,1.0,01506081000169,DataBase/SERASA-R15248011.txt,0.631578947368421,Bom,,5.0,9477.990003159952,8595.0,8.0,,,,,,OUTRAS OPER,TIT.DESCONTA,42.0,765384.0,5.0,0.0,DEV,DEV,17.0,352465.0,5.0,FISCAL FEDERAL,5.0,0.0,412.0,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 100 até 500,INDUSTRIA E COMERCIO TOJOQUIM LTDA,,DEMAIS,1996-10-25T00:00:00.000,"20.62-2/00 Fabricação de produtos de limpeza e polimento
",,206-2 - Sociedade Empresária Limitada,ATIVA,,286,RS,"14.732.317,45"
301,60abc21ebda6ffc70490b9d7,,,14.0,0.0,272093.0,0.0,12452005.0,0.0,6703775.0,4.6,,16.0,87.0,1969000.0,0.0,31.0,174000.0,1.0,12.0,9000.0,1.0,0.0,0.0,1.0,68.0,53000.0,0.0,38.39999999999999,,1.0,2.0,,1.0,0.0,2301.0,344.0,0.0,,,,1.0,83055632000180,DataBase/SERASA-R1528729.txt,0.631578947368421,Bom,,,,,,EMPRES.CONTA,EMPRES.CONTA,,532545.0,1.0,,,,,,,,,,,,EXECUCAO,2.0,0.0,0.0,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 100 até 500,LAIBEL COMERCIO DE CONFECCOES EIRELI,LUCRO REAL,DEMAIS,1991-04-29T00:00:00.000,"46.42-7/01 Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança
",700000.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),ATIVA,,12,SC,"706.449,24"
302,60abc21ebda6ffc70490b9d8,0.0,1.0,14.0,0.0,4674751.0,0.0,54503573.0,0.0,0.0,4.6,,16.0,75.0,1056714000.0,1.0,87.0,545281000.0,1.0,43.0,4314461000.0,1.0,18.0,43712000.0,1.0,75.0,5315000.0,1.0,38.39999999999999,,2.0,1.0,1.0,0.0,1.0,2359.0,380.0,0.0,,,,1.0,86403128000111,DataBase/SERASA-R1533278.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 100.000.000 até 300.000.000,de 100 até 500,INDUSTRIAL REX LTDA,LUCRO REAL,DEMAIS,1966-08-08T00:00:00.000,"25.92-6/01 Fabricação de produtos de trefilados de metal padronizados
",,206-2 - Sociedade Empresária Limitada,ATIVA,,27,SC,"52.396.175,03"
303,60abc21ebda6ffc70490b9d9,,,14.0,0.0,20383721.0,1.0,4194932.0,0.0,0.0,4.6,,12.0,8.0,30000000.0,1.0,25.0,311577000.0,1.0,0.0,0.0,1.0,16.0,33000000.0,1.0,25.0,22103000.0,1.0,28.799999999999994,,1.0,14.0,,1.0,1.0,323.0,54.0,0.0,,,,1.0,82983404000107,DataBase/SERASA-R153633.txt,0.631578947368421,Bom,,5.0,9942.602717598647,10953.4,19.0,OUTRAS OPER,OUTRAS OPER,,21099.0,1.0,OUTRAS OPER,SERV TELEFON,186.0,6294.0,5.0,0.0,,,,,,EXECUCAO,5.0,0.0,189.0,,2019-12-16 18:10:02,,,FAVO MALHAS LTDA,LUCRO REAL,DEMAIS,1968-09-06T00:00:00.000,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",1242952.0,206-2 - Sociedade Empresária Limitada,ATIVA,,134,SC,"13.268.001,83"
304,60abc21ebda6ffc70490b9db,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,1482147000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,695000.0,1.0,38.39999999999999,,0.0,3.0,,1.0,0.0,743.0,115.0,0.0,,,,0.0,83057968000181,DataBase/SERASA-R1544545.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 4.800.000 até 10.000.000,de 100 até 500,MDB INDUSTRIA ALIMENTICIA LTDA.,,DEMAIS,1991-04-30T00:00:00.000,"10.94-5/00 Fabricação de massas alimentícias
",100000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
305,60abc21ebda6ffc70490b9dc,,,0.0,,0.0,,0.0,,0.0,0.0,,12.0,8.0,52069000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,494000.0,1.0,28.799999999999994,,0.0,6.0,,0.0,0.0,319.0,49.0,0.0,,,,0.0,06001539000141,DataBase/SERASA-R1546119.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 100 até 500,ISOPACK INDUSTRIA DE EPS EIRELI,,DEMAIS,2003-11-20T00:00:00.000,"22.29-3/02 Fabricação de artefatos de material plástico para usos industriais
",3986914.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),ATIVA,,0,SC,-
306,60abc21ebda6ffc70490b9dd,1.0,0.0,14.0,1.0,4676048.0,1.0,5630951.0,1.0,10306999.0,4.6,,15.0,80.0,201487000.0,0.0,73.0,183518000.0,1.0,33.0,27051000.0,0.0,0.0,0.0,1.0,53.0,1081000.0,0.0,35.99999999999999,,1.0,1.0,,1.0,1.0,2929.0,430.0,1.0,,,,0.0,87175824000180,DataBase/SERASA-R155488.txt,0.631578947368421,Bom,,5.0,2807.116937357616,2550.0,3.0,OUTRAS OPER,OUTRAS OPER,14.0,1100176.0,5.0,DUPLICATA,TIT.DESCONTA,8.0,2082.0,5.0,1.0,DEV,DEV,4.0,11331.0,5.0,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 100 até 500,CMV - CONSTRUCOES MECANICAS LTDA.,LUCRO REAL,DEMAIS,1973-11-28T00:00:00.000,"28.29-1/99 Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios
",3829346.21,206-2 - Sociedade Empresária Limitada,ATIVA,,21,RS,"60.065,11"
307,60abc21ebda6ffc70490b9de,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,18.0,5771000.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,157000.0,0.0,38.39999999999999,,0.0,4.0,,0.0,0.0,843.0,119.0,1.0,,,,0.0,80646755000105,DataBase/SERASA-R1557006.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,ITACORDA INDUSTRIA E COMERCIO DE CORDAS LTDA,,DEMAIS,1988-03-29T00:00:00.000,"13.53-7/00 Fabricação de artefatos de cordoaria
",4764980.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
308,60abc21ebda6ffc70490b9df,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,47222000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,3468000.0,1.0,18.0,3378000.0,1.0,38.39999999999999,,1.0,6.0,,0.0,0.0,651.0,101.0,0.0,,,,0.0,79909982000199,DataBase/SERASA-R1567911.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,ACAPEL COMERCIO DE PAPEIS E EMBALAGENS LTDA,LUCRO PRESUMIDO,DEMAIS,1987-02-27T00:00:00.000,"47.61-0/03 Comércio varejista de artigos de papelaria
",6000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
309,60abc21ebda6ffc70490b9e0,,,14.0,0.0,24069457.0,0.0,4703657.0,0.0,0.0,4.6,,16.0,6.0,67000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3000.0,1.0,12.0,6000.0,1.0,38.39999999999999,,1.0,3.0,,0.0,0.0,1450.0,233.0,0.0,,,,0.0,86375789000180,DataBase/SERASA-R1573484.txt,0.3783783783783784,Ruim,,5.0,706210.8568364693,374537.2,13.0,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,MALHARIA DIANA LTDA,LUCRO REAL,DEMAIS,1966-09-05T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",10778605.0,206-2 - Sociedade Empresária Limitada,ATIVA,,41,SC,"16.730.027,46"
310,60abc21ebda6ffc70490b9e2,,,14.0,0.0,12244584.0,0.0,42289033.0,0.0,0.0,4.6,,16.0,50.0,78243000.0,0.0,43.0,155457000.0,1.0,25.0,787266000.0,1.0,18.0,90049000.0,1.0,56.0,4154000.0,0.0,38.39999999999999,,1.0,2.0,,1.0,1.0,918.0,148.0,0.0,,,,0.0,11032345000143,DataBase/SERASA-R1573564.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,8 EMBALAGENS PLASTICAS EIRELI,,DEMAIS,2009-07-28T00:00:00.000,"22.22-6/00 Fabricação de embalagens de material plástico
",200000.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,ATIVA,,6,SC,"4.333.433,52"
311,60abc21ebda6ffc70490b9e3,,,14.0,1.0,2470087.0,0.0,1934526.0,1.0,4404613.0,4.6,,16.0,43.0,101654000.0,1.0,31.0,9279000.0,0.0,37.0,1234571000.0,1.0,12.0,486000.0,0.0,62.0,73706000.0,1.0,38.39999999999999,,0.0,13.0,,1.0,1.0,275.0,52.0,1.0,,,,1.0,03768748000127,DataBase/SERASA-R1579202.txt,0.631578947368421,Bom,,5.0,221.78322749928589,1011.4,35.0,FINANCIAMENT,LEASING,482.0,15017.0,4.0,,,,,,,DEV,DEV,8.0,2488.0,3.0,FISCAL FEDERAL,1.0,536126.0,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 50 até 100,HSK ENOBRECIMENTO TEXTIL LTDA,,DEMAIS,2000-04-13T00:00:00.000,"13.40-5/02 Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário
",200000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,151,SC,"7.297.580,56"
312,60abc21ebda6ffc70490b9e4,,,13.0,1.0,3080811.0,1.0,5508440.0,0.0,3831542.0,4.4,,14.0,7.0,128649000.0,1.0,0.0,0.0,1.0,14.0,931000.0,0.0,0.0,0.0,1.0,14.0,10724000.0,1.0,33.599999999999994,,1.0,4.0,,0.0,1.0,303.0,54.0,1.0,,,,1.0,04544783000125,DataBase/SERASA-R1584203.txt,0.3783783783783784,Ruim,,5.0,30295.866957392056,25640.8,41.0,,,,,,OUTRAS OPER,OUTRAS OPER,31.0,80219.0,5.0,0.0,DEV,DEV,297.0,9390.0,5.0,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 50 até 100,COOL EMBALAGENS PLASTICAS LTDA.,,DEMAIS,2001-07-12T00:00:00.000,"22.22-6/00 Fabricação de embalagens de material plástico
",150000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,45,SC,"1.670.740,69"
313,60abc21ebda6ffc70490b9e5,,,8.0,0.0,2186760.0,1.0,1914188.0,0.0,3085964.0,3.4,,16.0,75.0,88000.0,0.0,43.0,68000.0,0.0,37.0,3782000.0,1.0,12.0,40000.0,1.0,62.0,86000.0,1.0,38.39999999999999,,2.0,1.0,1.0,0.0,1.0,1472.0,253.0,0.0,,,,0.0,87455432000175,DataBase/SERASA-R159335.txt,0.631578947368421,Bom,,5.0,437.393987155745,1517.0,3.0,FINANCIAMENT,FINANCIAMENT,0.0,16384.0,5.0,VENDA MERCAD,VENDA MERCAD,45.0,2347.0,5.0,0.0,DEV,DEV,4.0,2202951.0,5.0,,,,,,2019-09-24 17:41:50,,,COOPERATIVA SUL RIO GRANDENSE DE LATICINIOS LTDA. EM LIQUIDACAO,LUCRO REAL,DEMAIS,1973-10-04T00:00:00.000,"10.52-0/00 Fabricação de laticínios
",,214-3 - Cooperativa,ATIVA,,1413,RS,"6.975.885,19"
314,60abc21ebda6ffc70490b9e6,,,14.0,1.0,2199252.0,0.0,2555327.0,0.0,2596739.0,4.6,,16.0,56.0,213605000.0,1.0,43.0,397210000.0,1.0,18.0,2676150000.0,1.0,25.0,282995000.0,1.0,43.0,3802000.0,1.0,38.39999999999999,,2.0,2.0,0.0,0.0,0.0,2205.0,329.0,0.0,,,,1.0,03750888000178,DataBase/SERASA-R1596813.txt,0.631578947368421,Bom,,,,,,,,,,,OUTRAS OPER,OUTRAS OPER,0.0,39150.0,2.0,0.0,,,,,,,,,,,2019-09-24 17:41:50,de 30.000.000 até 100.000.000,de 100 até 500,TRIBO INDUSTRIAL EIRELI,LUCRO PRESUMIDO,DEMAIS,2000-04-11T00:00:00.000,"46.19-2/00 Representantes comerciais e agentes do comércio de mercadorias em geral não especializado
",100000.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),ATIVA,,393,SC,"5.530.221,96"
315,60abc21ebda6ffc70490b9e7,,,12.0,0.0,2522332.0,1.0,692378.0,1.0,3214710.0,4.2,,13.0,30.0,54389000.0,1.0,69.0,63629000.0,0.0,0.0,0.0,1.0,15.0,14244000.0,1.0,61.0,1170000.0,0.0,31.199999999999992,,0.0,10.0,,0.0,1.0,398.0,67.0,0.0,,,,0.0,17903338000156,DataBase/SERASA-R1597616.txt,0.3783783783783784,Ruim,,5.0,6379.307893494403,46974.8,0.0,,,,,,,,,,,,DEV,DEV,31.0,247306.0,5.0,,,,,,2019-09-24 17:41:50,de 81.000 até 360.000,de 10 até 50,VIPPLAST INJETADOS LTDA,,ME,2013-04-04T00:00:00.000,"15.40-8/00 Fabricação de partes para calçados, de qualquer material
",20000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,57,RS,"1.807.098,00"
316,60abc21ebda6ffc70490b9e9,,,0.0,,0.0,,0.0,,0.0,0.0,,15.0,6.0,7000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1000.0,1.0,0.0,0.0,1.0,35.99999999999999,,1.0,4.0,,1.0,1.0,1058.0,173.0,0.0,,,,0.0,77948750000114,DataBase/SERASA-R1598543.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 30.000.000 até 100.000.000,de 100 até 500,VIDROLAR COMERCIAL DE VIDROS LTDA,LUCRO PRESUMIDO,DEMAIS,1978-09-21T00:00:00.000,"23.11-7/00 Fabricação de vidro plano e de segurança
",5000000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,PR,-
317,60abc21ebda6ffc70490b9eb,,,13.0,1.0,4823591.0,0.0,10819654.0,0.0,2518484.0,4.4,,15.0,46.0,61441000.0,1.0,26.0,25968000.0,1.0,20.0,1696694000.0,1.0,13.0,1686000.0,1.0,26.0,600000.0,0.0,35.99999999999999,,2.0,1.0,1.0,0.0,0.0,1902.0,271.0,1.0,,,,0.0,03265874000169,DataBase/SERASA-R1619706.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-03-11 00:00:00,,,,,,,,,,,,,,
318,60abc21ebda6ffc70490b9ec,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,12.0,7000.0,1.0,6.0,5469000.0,1.0,6.0,4000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,38.39999999999999,,4.0,1.0,2.0,1.0,0.0,2582.0,379.0,0.0,,,,0.0,79525242000159,DataBase/SERASA-R1620293.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,TEX COTTON INDUSTRIA DE CONFECCOES LTDA,LUCRO PRESUMIDO,DEMAIS,1986-09-05T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",6000000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
319,60abc21ebda6ffc70490b9ed,,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,9.0,,0.0,1.0,585.0,96.0,0.0,,,,0.0,03260359000196,DataBase/SERASA-R1625195.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 4.800.000 até 10.000.000,de 50 até 100,PERIN PLASTICOS LTDA,,DEMAIS,1999-07-06T00:00:00.000,"22.21-8/00 Fabricação de laminados planos e tubulares de material plástico
",8612500.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,PR,-
320,60abc21ebda6ffc70490b9ee,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,201033000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,995000.0,1.0,38.39999999999999,,0.0,3.0,,1.0,1.0,515.0,92.0,0.0,,,,0.0,08889084000178,DataBase/SERASA-R1625807.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,LAMIECCO PLASTICOS S.A.,,DEMAIS,2007-06-19T00:00:00.000,"22.21-8/00 Fabricação de laminados planos e tubulares de material plástico
",9200000.0,205-4 - Sociedade Anônima Fechada,ATIVA,,0,RS,-
321,60abc21ebda6ffc70490b9ef,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,31.0,41000.0,1.0,31.0,30000.0,1.0,25.0,100000.0,1.0,0.0,0.0,1.0,12.0,12000.0,1.0,38.39999999999999,,0.0,1.0,,1.0,1.0,1761.0,287.0,0.0,,,,1.0,81599359000129,DataBase/SERASA-R1634610.txt,0.5080645161290323,Medio,,1.0,,20476.0,,,,,,,,,,,,,,,,,,EXECUCAO,1.0,0.0,,,2019-03-01 00:00:00,,,,,,,,,,,,,,
322,60abc21ebda6ffc70490b9f1,,,14.0,0.0,10640236.0,0.0,44029069.0,0.0,0.0,4.6,,16.0,18.0,24755000.0,1.0,37.0,523811000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,103000.0,0.0,38.39999999999999,,2.0,2.0,4.0,0.0,1.0,1611.0,242.0,1.0,,,,1.0,12289084000104,DataBase/SERASA-R1638777.txt,0.631578947368421,Bom,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 4.800.000 até 10.000.000,acima de 500,G. DA SILVA CALCADOS - EIRELI,,DEMAIS,2010-07-27T00:00:00.000,"15.31-9/01 Fabricação de calçados de couro
",95400.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresári,ATIVA,,674,RS,"1.561.585,31"
323,60abc21ebda6ffc70490b9f2,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,31.0,5947000.0,1.0,18.0,4443454000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,22493000.0,1.0,38.39999999999999,,1.0,1.0,,1.0,0.0,2345.0,370.0,0.0,,,,0.0,86375425000109,DataBase/SERASA-R1639005.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,METISA METALURGICA TIMBOENSE S/A,LUCRO REAL,DEMAIS,1942-01-22T00:00:00.000,"28.33-0/00 Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação
",150000000.0,204-6 - Sociedade Anônima Aberta,ATIVA,,0,SC,-
324,60abc21ebda6ffc70490b9f3,,,14.0,0.0,1432646.0,0.0,12489306.0,0.0,3059616.0,4.6,,15.0,20.0,6099457000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,457859000.0,1.0,35.99999999999999,,4.0,8.0,13.0,1.0,1.0,273.0,42.0,1.0,,,,1.0,85244952000103,DataBase/SERASA-R1639283.txt,0.3783783783783784,Ruim,,5.0,155170.55056678766,157709.2,169.0,REPASSES,TIT.DESCONTA,151.0,298472.0,5.0,NOTA FISCAL,OUTRAS OPER,188.0,119514.0,5.0,0.0,,,,,,EXECUCAO,1.0,0.0,,,2019-09-24 17:41:50,de 1.500.000 até 4.800.000,de 10 até 50,DECORPEL CENTRO DISTRIBUIDOR DE PAPEL EIRELI,LUCRO REAL,DEMAIS,1992-02-04T00:00:00.000,"46.86-9/01 Comércio atacadista de papel e papelão em bruto
",756991.0,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),ATIVA,,5,SC,"1.515.999,55"
325,60abc21ebda6ffc70490b9f4,,,0.0,,0.0,,0.0,,0.0,0.0,,15.0,6.0,245618000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2020000.0,1.0,35.99999999999999,,0.0,10.0,,0.0,0.0,452.0,71.0,0.0,,,,0.0,01603183000100,DataBase/SERASA-R1641122.txt,0.3684210526315789,Ruim,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,ZANETTE ALIMENTOS LTDA,,EPP,1996-12-23T00:00:00.000,"10.99-6/99 Fabricação de outros produtos alimentícios não especificados anteriormente
",460000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
326,60abc21ebda6ffc70490b9f5,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,6.0,5311555000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,8925000.0,1.0,38.39999999999999,,3.0,2.0,3.0,0.0,1.0,1194.0,180.0,0.0,,,,0.0,95313771000145,DataBase/SERASA-R1641154.txt,0.3684210526315789,Ruim,,1.0,,1704.0,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,,,METALURGICA USIMETAL LTDA,LUCRO PRESUMIDO,DEMAIS,1993-02-24T00:00:00.000,"25.99-3/99 Fabricação de outros produtos de metal não especificados anteriormente
",1500000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
327,60abc21ebda6ffc70490b9f6,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,25.0,5295000.0,1.0,25.0,3219269000.0,1.0,12.0,25000.0,1.0,0.0,0.0,1.0,12.0,229666000.0,1.0,38.39999999999999,,1.0,1.0,,0.0,0.0,1180.0,169.0,1.0,,,,1.0,05696101000162,DataBase/SERASA-R1641171.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01-07 18:53:16,de 100.000.000 até 300.000.000,de 100 até 500,AGROQUIMICA BRASINHA LTDA - RECUPERACAO JUDICIAL,,DEMAIS,2003-06-10T00:00:00.000,"10.13-9/02 Preparação de subprodutos do abate
",1610000.0,206-2 - Sociedade Empresária Limitada,ATIVA,RECUPERACAO JUDICIAL,105,PR,"6.407.048,81"
328,60abc21ebda6ffc70490b9f7,,,0.0,,0.0,,0.0,,0.0,0.0,,16.0,25.0,31989000.0,1.0,18.0,31007000.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,10000.0,1.0,38.39999999999999,,0.0,2.0,,1.0,1.0,692.0,121.0,0.0,,,,0.0,10779632000159,DataBase/SERASA-R1647672.txt,0.5080645161290323,Medio,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-09-24 17:41:50,de 10.000.000 até 30.000.000,de 100 até 500,EL FARO INDUSTRIA E COMERCIO LTDA,,DEMAIS,2009-04-24T00:00:00.000,"14.12-6/01 Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida
",50000.0,206-2 - Sociedade Empresária Limitada,ATIVA,,0,SC,-
